role,contestant_season_id,contestant_id,season_id,season_round_id,level,current_is_active,contestant_round_id,classification,reason,joined_at,created_at,updated_at
EXCLUDED,18340,180,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.033936,2026-09-03 12:08:39.990027,2026-09-03 12:08:39.990027
EXCLUDED,8678,184,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.373147,2026-05-02 01:35:13.741050,2026-05-31 01:03:09.353364
EXCLUDED,10164,184,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.482735,2026-05-31 00:03:13.462937,2026-05-31 00:03:13.462937
EXCLUDED,10480,184,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.409779,2026-05-31 00:03:18.386317,2026-05-31 00:03:18.386317
EXCLUDED,13280,184,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.615163,2026-06-30 00:20:14.594783,2026-06-30 00:20:14.594783
EXCLUDED,15085,184,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.548205,2026-07-31 00:04:55.522847,2026-07-31 00:04:55.522847
EXCLUDED,18341,184,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.081419,2026-09-03 12:08:40.044538,2026-09-03 12:08:40.044538
EXCLUDED,8682,188,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.432444,2026-05-02 01:35:13.800580,2026-05-31 01:03:09.411421
EXCLUDED,10168,188,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.553188,2026-05-31 00:03:13.530973,2026-05-31 00:03:13.530973
EXCLUDED,10481,188,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.439723,2026-05-31 00:03:18.417147,2026-05-31 00:03:18.417147
EXCLUDED,13281,188,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.644312,2026-06-30 00:20:14.622329,2026-06-30 00:20:14.622329
EXCLUDED,15086,188,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.582718,2026-07-31 00:04:55.556948,2026-07-31 00:04:55.556948
EXCLUDED,18342,188,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.126209,2026-09-03 12:08:40.092770,2026-09-03 12:08:40.092770
EXCLUDED,8687,192,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.498063,2026-05-02 01:35:13.863731,2026-05-31 01:03:09.478405
EXCLUDED,10173,192,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.618875,2026-05-31 00:03:13.598440,2026-05-31 00:03:13.598440
EXCLUDED,10482,192,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.470832,2026-05-31 00:03:18.447719,2026-05-31 00:03:18.447719
EXCLUDED,13282,192,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.672228,2026-06-30 00:20:14.650024,2026-06-30 00:20:14.650024
EXCLUDED,15087,192,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.619721,2026-07-31 00:04:55.591309,2026-07-31 00:04:55.591309
EXCLUDED,18343,192,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.172574,2026-09-03 12:08:40.137014,2026-09-03 12:08:40.137014
EXCLUDED,8689,196,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.555628,2026-05-02 01:35:13.919741,2026-05-31 01:03:09.531832
EXCLUDED,10175,196,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.679300,2026-05-31 00:03:13.657417,2026-05-31 00:03:13.657417
EXCLUDED,10483,196,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.500190,2026-05-31 00:03:18.478308,2026-05-31 00:03:18.478308
EXCLUDED,13283,196,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.700708,2026-06-30 00:20:14.679474,2026-06-30 00:20:14.679474
EXCLUDED,15088,196,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.657124,2026-07-31 00:04:55.628678,2026-07-31 00:04:55.628678
EXCLUDED,18344,196,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.217747,2026-09-03 12:08:40.186248,2026-09-03 12:08:40.186248
EXCLUDED,8696,200,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.618140,2026-05-02 01:35:13.991702,2026-05-31 01:03:09.598187
EXCLUDED,10183,200,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.756808,2026-05-31 00:03:13.736176,2026-05-31 00:03:13.736176
EXCLUDED,10484,200,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.526780,2026-05-31 00:03:18.507198,2026-05-31 00:03:18.507198
EXCLUDED,13284,200,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.726561,2026-06-30 00:20:14.706548,2026-06-30 00:20:14.706548
EXCLUDED,15089,200,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.692590,2026-07-31 00:04:55.665378,2026-07-31 00:04:55.665378
EXCLUDED,18345,200,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.277675,2026-09-03 12:08:40.229281,2026-09-03 12:08:40.229281
EXCLUDED,8708,204,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.701947,2026-05-02 01:35:14.067656,2026-05-31 01:03:09.680556
EXCLUDED,10195,204,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.844793,2026-05-31 00:03:13.819960,2026-05-31 00:03:13.819960
EXCLUDED,10485,204,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.557489,2026-05-31 00:03:18.533204,2026-05-31 00:03:18.533204
EXCLUDED,13285,204,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.757255,2026-06-30 00:20:14.733174,2026-06-30 00:20:14.733174
EXCLUDED,15090,204,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.732581,2026-07-31 00:04:55.703034,2026-07-31 00:04:55.703034
EXCLUDED,18346,204,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.348525,2026-09-03 12:08:40.294780,2026-09-03 12:08:40.294780
EXCLUDED,8710,208,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.759257,2026-05-02 01:35:14.121421,2026-05-31 01:03:09.738661
EXCLUDED,10197,208,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.898736,2026-05-31 00:03:13.879778,2026-05-31 00:03:13.879778
EXCLUDED,10486,208,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.588032,2026-05-31 00:03:18.564835,2026-05-31 00:03:18.564835
EXCLUDED,13286,208,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.788389,2026-06-30 00:20:14.764119,2026-06-30 00:20:14.764119
EXCLUDED,15091,208,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.771178,2026-07-31 00:04:55.742053,2026-07-31 00:04:55.742053
EXCLUDED,18347,208,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.399225,2026-09-03 12:08:40.360472,2026-09-03 12:08:40.360472
EXCLUDED,8713,212,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.820601,2026-05-02 01:35:14.182682,2026-05-31 01:03:09.797559
EXCLUDED,10200,212,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:13.966060,2026-05-31 00:03:13.942174,2026-05-31 00:03:13.942174
EXCLUDED,10487,212,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.620378,2026-05-31 00:03:18.597066,2026-05-31 00:03:18.597066
EXCLUDED,13287,212,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.818701,2026-06-30 00:20:14.795263,2026-06-30 00:20:14.795263
EXCLUDED,15092,212,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.809230,2026-07-31 00:04:55.779745,2026-07-31 00:04:55.779745
EXCLUDED,18348,212,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.466072,2026-09-03 12:08:40.415298,2026-09-03 12:08:40.415298
EXCLUDED,8716,216,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.900399,2026-05-02 01:35:14.233189,2026-05-31 01:03:09.866363
EXCLUDED,10203,216,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.037642,2026-05-31 00:03:14.007283,2026-05-31 00:03:14.007283
EXCLUDED,10488,216,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.653784,2026-05-31 00:03:18.627676,2026-05-31 00:03:18.627676
EXCLUDED,13288,216,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.850519,2026-06-30 00:20:14.826152,2026-06-30 00:20:14.826152
EXCLUDED,15093,216,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.852609,2026-07-31 00:04:55.821008,2026-07-31 00:04:55.821008
EXCLUDED,18349,216,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.522117,2026-09-03 12:08:40.480400,2026-09-03 12:08:40.480400
EXCLUDED,8721,220,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:09.974074,2026-05-02 01:35:14.294141,2026-05-31 01:03:09.950307
EXCLUDED,10208,220,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.122433,2026-05-31 00:03:14.089141,2026-05-31 00:03:14.089141
EXCLUDED,10489,220,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.686884,2026-05-31 00:03:18.661784,2026-05-31 00:03:18.661784
EXCLUDED,13289,220,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.885441,2026-06-30 00:20:14.859187,2026-06-30 00:20:14.859187
EXCLUDED,15094,220,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.895904,2026-07-31 00:04:55.862236,2026-07-31 00:04:55.862236
EXCLUDED,18350,220,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.569374,2026-09-03 12:08:40.532965,2026-09-03 12:08:40.532965
EXCLUDED,8725,224,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:10.037486,2026-05-02 01:35:14.342505,2026-05-31 01:03:10.016140
EXCLUDED,10212,224,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.201555,2026-05-31 00:03:14.176502,2026-05-31 00:03:14.176502
EXCLUDED,10490,224,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.716355,2026-05-31 00:03:18.693746,2026-05-31 00:03:18.693746
EXCLUDED,13290,224,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.915040,2026-06-30 00:20:14.892791,2026-06-30 00:20:14.892791
EXCLUDED,15095,224,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.936682,2026-07-31 00:04:55.906431,2026-07-31 00:04:55.906431
EXCLUDED,18351,224,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.643781,2026-09-03 12:08:40.584240,2026-09-03 12:08:40.584240
EXCLUDED,8730,228,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:10.121828,2026-05-02 01:35:14.398707,2026-05-31 01:03:10.092738
EXCLUDED,10217,228,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.273841,2026-05-31 00:03:14.250333,2026-05-31 00:03:14.250333
EXCLUDED,4380,228,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-05-01 00:04:14.192472,2026-05-01 00:04:14.184255,2026-05-01 00:04:14.184255
EXCLUDED,13291,228,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.945493,2026-06-30 00:20:14.922229,2026-06-30 00:20:14.922229
EXCLUDED,15096,228,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:55.984530,2026-07-31 00:04:55.947594,2026-07-31 00:04:55.947594
EXCLUDED,18352,228,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.748112,2026-09-03 12:08:40.659033,2026-09-03 12:08:40.659033
EXCLUDED,8732,232,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:10.193362,2026-05-02 01:35:14.449546,2026-05-31 01:03:10.166613
EXCLUDED,10219,232,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.346352,2026-05-31 00:03:14.318955,2026-05-31 00:03:14.318955
EXCLUDED,4435,232,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-01 00:04:14.320036,2026-05-01 00:04:14.312941,2026-05-01 00:04:14.312941
EXCLUDED,13292,232,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:14.973959,2026-06-30 00:20:14.953351,2026-06-30 00:20:14.953351
EXCLUDED,15097,232,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:56.036010,2026-07-31 00:04:55.996651,2026-07-31 00:04:55.996651
EXCLUDED,18353,232,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.809985,2026-09-03 12:08:40.761034,2026-09-03 12:08:40.761034
EXCLUDED,8733,236,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:10.224090,2026-05-02 01:35:14.475879,2026-05-31 01:03:10.200279
EXCLUDED,10220,236,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.377669,2026-05-31 00:03:14.354396,2026-05-31 00:03:14.354396
EXCLUDED,4436,236,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-05-01 00:04:14.344418,2026-05-01 00:04:14.335982,2026-05-01 00:04:14.335982
EXCLUDED,13293,236,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:15.011213,2026-06-30 00:20:14.982332,2026-06-30 00:20:14.982332
EXCLUDED,15098,236,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:56.082572,2026-07-31 00:04:56.045857,2026-07-31 00:04:56.045857
EXCLUDED,18354,236,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.889396,2026-09-03 12:08:40.833683,2026-09-03 12:08:40.833683
EXCLUDED,8735,240,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:10.286009,2026-05-02 01:35:14.527371,2026-05-31 01:03:10.262824
EXCLUDED,10222,240,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.444587,2026-05-31 00:03:14.420082,2026-05-31 00:03:14.420082
EXCLUDED,10491,240,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.743155,2026-05-31 00:03:18.723648,2026-05-31 00:03:18.723648
EXCLUDED,13294,240,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:15.044312,2026-06-30 00:20:15.018602,2026-06-30 00:20:15.018602
EXCLUDED,15099,240,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:56.126670,2026-07-31 00:04:56.092630,2026-07-31 00:04:56.092630
EXCLUDED,18355,240,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:40.948806,2026-09-03 12:08:40.907083,2026-09-03 12:08:40.907083
EXCLUDED,8739,244,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:10.348708,2026-05-02 01:35:14.588041,2026-05-31 01:03:10.327243
EXCLUDED,10226,244,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.518167,2026-05-31 00:03:14.492325,2026-05-31 00:03:14.492325
EXCLUDED,10492,244,241,4,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:18.770056,2026-05-31 00:03:18.750218,2026-05-31 00:03:18.750218
EXCLUDED,13295,244,253,21,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-06-30 00:20:15.079079,2026-06-30 00:20:15.052186,2026-06-30 00:20:15.052186
EXCLUDED,15100,244,255,26,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-07-31 00:04:56.170424,2026-07-31 00:04:56.139756,2026-07-31 00:04:56.139756
EXCLUDED,18356,244,257,27,country,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-09-03 12:08:41.066903,2026-09-03 12:08:40.968136,2026-09-03 12:08:40.968136
EXCLUDED,8742,252,249,1,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 01:03:10.467608,2026-05-02 01:35:14.667723,2026-05-31 01:03:10.446813
EXCLUDED,10231,252,252,2,continent,True,3,B_ZERO_AUTHORITATIVE_MATCH/ZM_MISSING_GENUINE_MEMBERSHIP,no active membership in authoritative round 3; winner never chosen,2026-05-31 00:03:14.650282,2026-05-31 00:03:14.620031,2026-05-31 00:03:14.620031
